id,name
P_53e9a2c8b7602d9702bd45e3,The Probability of Limit-Order Execution
P_53e9aaf4b7602d9703477d82,The Alpha 21264: A 500 MHz Out-of-Order Execution Microprocessor
P_53e997ddb7602d9701fd3839,Interrupt Handling for Out-of-Order Execution Processors
P_53e997ddb7602d9701fd3839,Interrupt Handling for Out-of-Order Execution Processors
P_56d85800dabfae2eee384cc6,Instructions for ordering execution in pipelined processes
P_56d8932ddabfae2eeef8dde5,Information processing apparatus for processing instructions by out-of-order execution
P_56d8633fdabfae2eee8ca25f,Order execution processing for automated market system
P_53e99a2bb7602d97022845a9,Data Types as Lattices.
P_53e9ad2cb7602d970370d46a,Programming with abstract data types
P_53e9ad2cb7602d970370d46a,Programming with abstract data types
P_53e9ad2cb7602d970370d46b,Programming with abstract data types
P_53e9ad2cb7602d970370d46b,Programming with abstract data types
P_53e9a18db7602d9702a7e243,Abstract data types and the development of data structures
P_53e9a18db7602d9702a7e243,Abstract data types and the development of data structures
P_53e9a18db7602d9702a7e244,Abstract data types and the development of data structures
P_53e9a18db7602d9702a7e244,Abstract data types and the development of data structures
P_56d912cfdabfae2eee462acb,Conflict-free Replicated Data Types
P_56d87eacdabfae2eee55831a,METHODS AND ARRANGEMENTS FOR SHORT BEACON FRAMES IN WIRELESS NETWORKS
P_56d8a60bdabfae2eee8c4e7a,Information Embedding in IEEE 802. 11 Beacon Frame
P_53e9b833b7602d97043edd54,Beacon Frame Spoofing Attack Detection in IEEE 802.11 Networks
P_56d8b2d7dabfae2eeeefeba2,BEACON FRAME MONITORING
P_56d891fddabfae2eeeef80bb,Beacon frame data transmission rate adjustment
P_56d85928dabfae2eee40f3fa,Method and system for exchanging setup configuration protocol information in beacon frames in a WLAN
P_56d8759bdabfae2eee15ddc7,DETERMINING TRANSMISSION PARAMETERS FOR TRANSMITTING BEACON FRAMES
P_56d848d3dabfae2eeec3d184,METHOD AND APPARATUS FOR IDENTIFYING WIRELESS ACCESS POINTS USING BEACON FRAMES
P_56d850d8dabfae2eee0186ba,TRANSMITTING BEACON FRAMES OVER A WIRELESS DATA LINK
P_558b2beee4b031bae1fbe7cb,IEEE 802.11 OFDM Software Defined Radio beacon frame transmission
P_56d8d12edabfae2eeea55d1e,System for performing group relative addressing
P_53e9ade2b7602d97037ec470,Relative Address of Lichuan Dialect
P_56d83fe2dabfae2eee7f5c1a,Method and system for relative address translation
P_53e9b3a4b7602d9703e8a81a,PATHALIAS or The Care and Feeding of Relative Addresses
P_56d8bb34dabfae2eee3087e2,Method and apparatus for decompressing relative addresses
P_56d8b9afdabfae2eee24d6fa,Method and apparatus for relative addressing of tiled data
P_56d8974ddabfae2eee19de31,DIGITAL COMPUTER INCORPORATING BASE RELATIVE ADDRESSING OF INSTRUCTIONS
P_56d862d6dabfae2eee8987f5,Variable-length decoding apparatus using relative address
P_56d89187dabfae2eeeebef23,Relative address generation
P_56d88573dabfae2eee89b6c2,IP relative addressing
P_53e997aab7602d9701f80df0,Approximation Algorithms
P_53e9ab20b7602d97034a6386,Approximation algorithms for combinatorial problems
P_53e9a19bb7602d9702a90143,Approximation algorithms for NP-hard problems
P_53e9a19bb7602d9702a90143,Approximation algorithms for NP-hard problems
P_53e9a931b7602d9703284e9d,Improved approximation algorithms for maximum cut and satisfiability problems using semidefinite programming
P_53e99bf8b7602d97024a6515,The vehicle routing problem: An overview of exact and approximate algorithms
P_53e9a186b7602d9702a7bdf4,Approximation Algorithms for Connected Dominating Sets
P_53e9b5a8b7602d97040ecbe6,The Design of Approximation Algorithms
P_53e99ecab7602d9702796228,An outer-approximation algorithm for a class of mixed-integer nonlinear programs.
P_53e99813b7602d970202c04a,Digital Integrated Circuits
P_53e99813b7602d970202c04a,Digital Integrated Circuits
P_56d89216dabfae2eeef049ab,"The origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life"
P_56d89216dabfae2eeef049ab,"The origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life"
P_558a3254e4b0b32fcb3562d4,Obstruction-free synchronization: double-ended queues as an example
P_53e999ffb7602d9702249d29,Catenable double-ended queues
P_53e9ab7eb7602d97035241f3,Double-ended queues with impatience
P_53e9b18fb7602d9703c176f0,"A Double-ended Queue with Catastrophes and Repairs, and a Jump-diffusion Approximation"
P_53e9b8c0b7602d970449c1da,The Double-Ended Queue with Bulk Service and Limited Waiting Space
P_53e9ace9b7602d97036c80d2,Simulation model for extended double-ended queueing
P_53e9a6d8b7602d970300ca93,"Data structural bootstrapping, linear path compression, and catenable heap ordered double ended queues"
P_56d923c2dabfae2eeeadf514,"A double-ended queue with catastrophes and repairs, and a jump-diffusion approximation"
P_56d8cbf5dabfae2eee7c935a,Method for implementing a double-ended queue in a memory arrangement
P_56d8c64adabfae2eee503131,Diffusion Models for Double-ended Queues with Renewal Arrival Processes
P_53e9b4bfb7602d9703fdae19,A delay-tolerant network architecture for challenged internets
P_53e9b024b7602d9703a82271,On the self-similar nature of Ethernet traffic 
P_557eebd4d19faf961d16d733,On the self-similar nature of Ethernet traffic 
P_53e9a366b7602d9702c6ec65,Ethernet: distributed packet switching for local computer networks
P_53e9a366b7602d9702c6ec67,Ethernet: distributed packet switching for local computer networks
P_53e9a366b7602d9702c6ec6a,Ethernet: Distributed Packet Switching for Local Computer Networks
P_53e9a25cb7602d9702b60f77,On the self-similar nature of Ethernet traffic.
P_53e9bd50b7602d97049e3577,Self-similarity through high-variability: statistical analysis of ethernet LAN traffic at the source level
P_53e9bbf0b7602d970484589d,IPACT a dynamic protocol for an Ethernet PON 
P_53e9bd50b7602d97049e3578,Self-similarity through high-variability: statistical analysis of Ethernet LAN traffic at the source level
P_53e9999eb7602d97021e59fd,Robotics-based location sensing using wireless Ethernet
P_56d88ddadabfae2eeece48f9,"Audio and video program recording, editing and playback systems using metadata"
P_53e9a735b7602d970306bb29,A System to Generate Test Data and Symbolically Execute Programs
P_558abdcfe4b037c08758e17c,A System to Generate Test Data and Symbolically Execute Programs
P_53e9b5d4b7602d970412529a,Static Detection of Malicious Code in Executable Programs
P_599c7977601a182cd2640d8a,Inferring and Executing Programs for Visual Reasoning.
P_5c8a92ac4895d9cbc6350abb,Inferring and Executing Programs for Visual Reasoning.
P_53e99a3cb7602d970229d8a7,Cysteine protease mcII-Pa executes programmed cell death during plant embryogenesis
P_56d883dadabfae2eee7d750e,Method for compiling and executing programs for reprogrammable instruction set accelerator
P_56d8a956dabfae2eeea65f37,Processor capable of executing programs that contain RISC and CISC instructions
P_56d86aecdabfae2eeec64daf,Method of using a target processor to execute programs of a source architecture that uses multiple address spaces
P_56d84946dabfae2eeec7672d,Architecture and method for executing program builds
P_56d87baadabfae2eee3ff700,"Data processing system using substantially unique identifiers to identify data items, whereby identical data items have the same identifiers"
P_56d86260dabfae2eee861ee5,"Method and apparatus for suggesting completions for a partially entered data item based on previously-entered, associated data items"
P_56d8ba52dabfae2eee29cf2f,System and method for displaying data items in a ticker display pane on a client computer
P_56d84eeddabfae2eeef3c3cc,Apparatus for and method of displaying a data item of a database using the display function of a selected data item
P_56d8c56edabfae2eee498428,Tracking storage for data items
P_56d8a6e3dabfae2eee930529,Strategies for sanitizing data items
P_56d8417bdabfae2eee8bd8b7,Method for extracting pre-defined data items from medical service records generated by health care providers
P_56d8b266dabfae2eeeec574f,Method and system for selecting data items for service requests
P_56d8b3d0dabfae2eeef7be76,Spreadsheet image showing data items as indirect graphical representations
P_53e9aa09b7602d97033747a5,The Design of Rijndael: AES - The Advanced Encryption Standard
P_573695ae6e3b12023e4cc36e,The advanced encryption standard
P_53e9abe5b7602d97035a1438,Encryption: Advanced Encryption Standard 
P_53e9a2e4b7602d9702befef2,Serpent: A Proposal for the Advanced Encryption Standard
P_53e9a650b7602d9702f80b2d,Fault Based Cryptanalysis of the Advanced Encryption Standard 
P_53e9bce1b7602d97049676de,Error Analysis and Detection Procedures for a Hardware Implementation of the Advanced Encryption Standard
P_53e9b1ffb7602d9703c98163,Fault based cryptanalysis of the Advanced Encryption Standard.
P_53e9b029b7602d9703a86612,Report on the Development of the Advanced Encryption Standard 
P_53e9aec4b7602d97038ec80d,Implementation approaches for the Advanced Encryption Standard algorithm
P_53e99b6ab7602d9702412aa9,Differential fault analysis of the advanced encryption standard using a single fault
P_53e9a3c7b7602d9702cd6212,Gapped BLAST and PSI-BLAST: a new generation of protein database search pro-grams
P_53e9a3c7b7602d9702cd6212,Gapped BLAST and PSI-BLAST: a new generation of protein database search pro-grams
P_53e9b394b7602d9703e763a6,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs
P_53e9b394b7602d9703e763a6,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs
P_53e9b394b7602d9703e763a7,Gapped-BLAST and PSI-BLAST: a new generation of protein database search programs
P_56d8f7eedabfae2eee9fa740,The minimalist program
P_53e9bb44b7602d970478494e,C4.5: programs for machine learning
P_56d8a192dabfae2eee699041,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs. Nucleic Acids Res
P_53e9b3d4b7602d9703ec05b8,"Explorations in parallel distributed processing: a handbook of models, programs, and exercises"
P_53e9b3d4b7602d9703ec05b8,"Explorations in parallel distributed processing: a handbook of models, programs, and exercises"
P_53e99d44b7602d97025f863a,Error and attack tolerance of complex networks
P_53e9b6dbb7602d9704269f7c,Web Caching and Zipf-like Distributions: Evidence and Implications
P_53e9b60eb7602d9704167221,Process mining: a two-step approach to balance between underfitting and overfitting
P_53e9b60eb7602d9704167221,Process mining: a two-step approach to balance between underfitting and overfitting
P_56d8a0eddabfae2eee64b556,Principles of underfit streams
P_53e9a026b7602d970290dafa,Bias of the corrected AIC criterion for underfitted regression and time series models
P_53e9b56cb7602d97040a759b,Bias of the Corrected | mathromAIC Criterion for Underfitted Regression and time Series Models
P_56d8c7dfdabfae2eee5ce2d0,Theoretical implications of underfit streams
P_53e9b57cb7602d97040bc4b5,Subsurface exploration and chronology of underfit streams
P_53e9a0f4b7602d97029ddc0a,On the underfitting and overfitting sets of models chosen by order selection criteria
P_53e9a635b7602d9702f63732,Shape measurement biases from underfitting and ellipticity gradients
P_53e99a67b7602d97022d782a,Meandering of underfit streams
P_53e9b017b7602d9703a709f0,MEANDERING VALLEYS AND UNDERFIT RIVERS
P_53e9a018b7602d97028f9ec7,Quantum cryptography based on Bell’s theorem
P_53e9acc4b7602d97036a4999,Quantum Mechanics and Path Integrals
P_53e9b275b7602d9703d197ad,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials.
P_53e99e14b7602d97026da200,Review: Knowledge management and knowledge management systems: conceptual foundations and research issues
P_53e9a81fb7602d9703161cb3,ROS: an open-source Robot Operating System
P_53e9a81fb7602d9703161cb3,ROS: an open-source Robot Operating System
P_53e9a6fcb7602d970302eb8b,The external control of organizations: a resource dependency perspective
P_53e9a6fcb7602d970302eb8b,The external control of organizations: a resource dependency perspective
P_53e9bb53b7602d970479369d,A simplex method for function minimization
P_56d87f06dabfae2eee581458,Density-functional theory of atoms and molecules
P_56d8831cdabfae2eee7806eb,Functional differential equations
P_53e9a718b7602d970304e382,Distributed Optimization and Statistical Learning via the Alternating Direction Method of Multipliers
P_53e9999eb7602d97021e4ba2,On the existence of a factor of degree one of a connected random graph
P_53e9999eb7602d97021e4ba2,On the existence of a factor of degree one of a connected random graph
P_53e9999eb7602d97021e4ba2,On the existence of a factor of degree one of a connected random graph
P_53e9999eb7602d97021e4ba2,On the existence of a factor of degree one of a connected random graph
P_53e9ac42b7602d970361023c,Public-key cryptosystems based on composite degree residuosity classes
P_53e99dfeb7602d97026c0990,The Optimal Degree of Commitment to an Intermediate Monetary Target
P_55a48fe3612ca648689b178a,Random graphs with arbitrary degree distributions and their applications.
P_53e9bce0b7602d9704963fb4,Interference Alignment and Degrees of Freedom of the -User Interference Channel
P_53e99c67b7602d9702519e5f,Interference Alignment and Degrees of Freedom of the K-User Interference Channel
P_53e9be27b7602d9704ae018b,A critical point for random graphs with a given degree sequence
P_56d8339edabfae2eee31eb2b,Interference Alignment and Degrees of Freedom of the $K$ -User Interference Channel
P_53e99d9eb7602d970265b51a,The degree of knottedness of tangled vortex lines
P_53e99ba2b7602d970244a4ae,Degrees of freedom in adaptive modulation: a unified view
P_53e9ae17b7602d970382815d,Dublin Core Metadata for Resource Discovery
P_53e9b9f4b7602d97045ee6ff,Gephi: An Open Source Software for Exploring and Manipulating Networks
P_53e99991b7602d97021d75b0,How open source software works: “free” user-to-user assistance
P_53e9bbc8b7602d9704817137,"FieldTrip: Open source software for advanced analysis of MEG, EEG, and invasive electrophysiological data."
P_53e9a408b7602d9702d241df,OpenSim: Open-Source Software to Create and Analyze Dynamic Simulations of Movement.
P_53e99ddab7602d970269a028,"Open Source Software and the ""Private-Collective"" Innovation Model: Issues for Organization Science"
P_53e9bb0fb7602d970474b0e1,Two case studies of open source software development: Apache and Mozilla
P_53e9ab07b7602d9703487cec,The transformation of open source software
P_53e9ab4fb7602d97034e3a43,Why Open Source software can succeed
P_53e9b512b7602d9704048f6a,Why Hackers Do What They Do: Understanding Motivation and Effort in Free/Open Source Software Projects
P_53e9b3c8b7602d9703eb526a,Understanding open source software development
P_53e9b851b7602d9704417532,Social Network Analysis: Methods and Applications
P_53e99b86b7602d970242fa01,Chord: a scalable peer-to-peer lookup protocol for internet applications
P_53e9afc6b7602d9703a14bb2,The Art of Sci-entific Computing
P_53e9be35b7602d9704af5b0a,R: A language and environment for statistical computing
P_53e9a44fb7602d9702d6a95c,Multiple View Geometry in Computer Vision
P_53e9ab5fb7602d97034f6761,A view of cloud computing
P_53e9b891b7602d970446405e,Do they fit out of sample?
P_53e9b3efb7602d9703ee16f3,Large Sample Properties of Generalized Method of Moments Estimators
P_53e9b429b7602d9703f21f5a,PROCHECK: a program to check the stereochemical quality of protein structures
P_53e9b429b7602d9703f21f5a,PROCHECK: a program to check the stereochemical quality of protein structures
P_53e99ff0b7602d97028d1875,An emergency logistics distribution approach for quick response to urgent relief demand in disasters
P_53e99cdfb7602d9702590e2f,Stability properties of constrained queueing systems and scheduling policies for maximum throughput in multihop radio networks
P_53e99baab7602d970245454d,Scheduling policies for an on-demand video server with batching
P_53e9ae7db7602d970389df23,Stability of queueing networks and scheduling policies
P_53e9bdfdb7602d9704aad971,Stable scheduling policies for fading wireless channels
P_53e99b10b7602d97023a0341,Scheduling policies for remanufacturing
P_53e9b8c7b7602d97044a62a9,A comparative analysis of disk scheduling policies
P_53e9b8c7b7602d97044a62aa,A comparative analysis of disk scheduling policies
P_557f63066fee0fe990cb0cb5,Stability of queueing networks and scheduling policies
P_53e9a018b7602d97028fd570,Performance of hierarchical production scheduling policy
P_53e9b9b4b7602d97045a6430,The Performance of Multiprogrammed Multiprocessor Scheduling Policies
P_53e99a04b7602d9702252c7b,Directed Arc Consistency Preprocessing
P_56d84f0cdabfae2eeef4adcd,ELECTRIC DIRECT-ARC FURNACE
P_56d8bc18dabfae2eee376a08,Direct-arc electric furnace fed with controlled current and method to feed a direct-arc furnace with controlled current.
P_53e9a2b2b7602d9702bbb3ab,Synthesis of single-crystalline wurtzite aluminum nitride nanowires by direct arc discharge
P_53e9b1f1b7602d9703c88396,Directed Arc Consistency Preprocessing as a Strategy for Maximal Constraint Satisfaction
P_53e9a432b7602d9702d4c358,Whitney Sets and Graph-Directed Arcs
P_56d86b3ddabfae2eeec8b2e6,Method and apparatus for direct ARC plasma deposition of ceramic coatings
P_53e998c7b7602d97021019c7,Fast Generation of Scale Free Networks with Directed Arcs
P_53e9a034b7602d9702916b17,Large-scale rooted growth of aligned super bundles of single-walled carbon nanotubes using a directed arc plasma method
P_53e9a87eb7602d97031c8eca,Capacitated rural directed arc routing problem: algorithm and applications
P_53e9ade1b7602d97037e7ebd,Role-Based Access Control Models
P_53e9ade1b7602d97037e7ec0,Role-based access control methods
P_53e9a3c7b7602d9702cd5a7d,Proposed NIST standard for role-based access control
P_558a3a84e4b037c08755e6a1,Role-based access control models
P_53e9ad81b7602d970377534f,Attribute-based encryption for fine-grained access control of encrypted data
P_53e9be43b7602d9704b00c80,"From simple associations to systematic reasoning: A connectionist representation of rules, variables and dynamic bindings using temporal synchrony"
P_53e9b477b7602d9703f7a3c4,Additive logistic regression: a statistical view of boosting 
P_558bd0320cf23f2dfc59385d,"Internet, Phone, Mail, and Mixed-Mode Surveys: The Tailored Design Method"
P_53e9ac54b7602d9703625642,Corporate Ownership Around the World
P_53e9af2db7602d9703969677,Mean Shift: A Robust Approach Toward Feature Space Analysis
P_53e9af2db7602d9703969677,Mean Shift: A Robust Approach Toward Feature Space Analysis
P_56d8dfbadabfae2eee0a5232,Culture Shift in Advanced Industrial Society.
P_53e9b937b7602d9704522662,"Consumer Perceptions of Price, Quality, and Value: A Means-End Model and Synthesis of Evidence"
P_53e9b937b7602d9704522662,"Consumer Perceptions of Price, Quality, and Value: A Means-End Model and Synthesis of Evidence"
P_53e9a12ab7602d9702a1b559,Culture Shift in Advanced Industrial Society
P_573696ce6e3b12023e5ce95a,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift.
P_573696ce6e3b12023e5ce95a,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift.
P_53e99800b7602d970200ccae,End of Millennium
P_56d818b6dabfae2eee843104,Catastrophic shifts in ecosystems
P_53e9ac7bb7602d970364fc40,Catastrophic shifts in ecosys-tems
P_53e9aa66b7602d97033dabbe,Content-Based Image Retrieval at the End of the Early Years
P_53e99a1fb7602d9702273ffc,Elements of information theory
P_53e997b9b7602d9701f9d97f,Information retrieval
P_53e998b8b7602d97020f412c,Soft self-consistent pseudopotentials in a generalized eigenvalue formalism
P_56d82a74dabfae2eeef8fa4d,Multivariate Data Analysis
P_56d82a74dabfae2eeef8fa4d,Multivariate Data Analysis
P_53e99842b7602d970206d656,Multivariate Data Analysis.
P_53e9a19ab7602d9702a8dad2,Mind in Society: The Development of Higher Psycho-logical Processes
P_53e9b41bb7602d9703f15b51,The measurement of observer agreement for categorical data
P_53e9ab9eb7602d970354a97e,Data mining: concepts and techniques
P_53e999cbb7602d9702212749,A simple method for displaying the hydropathic character of a protein.
P_53e9b2aab7602d9703d540ef,MacClade: analysis of phylogeny and character evolution
P_53e9be64b7602d9704b230cf,"One-Dimensional Nanostructures: Synthesis, Characterization, and Applications"
P_56d91c9fdabfae2eee83dcb3,"One‐Dimensional Nanostructures: Synthesis, Characterization, and Applications"
P_56d8189ddabfae2eee8379d0,Evidence for the Hydrodynamic Character of Microturbulence
P_53e99f42b7602d970281484d,Bose-Einstein Condensation in a Gas of Sodium Atoms
P_56d88e57dabfae2eeed25f32,Character Strengths and Virtues: A Handbook and Classification
P_53e9a15bb7602d9702a49b84,Learning internal representations by error propagation
P_56d814efdabfae2eee6b1252,Near Shannon limit error-correcting coding and decoding
P_56d814e1dabfae2eee6ab4ee,Near Shannon limit error-correcting coding and decoding: Turbo-codes. 1
P_53e99d5db7602d97026198e9,Near shannon limit error-correcting coding and decoding: turbo-codes
P_53e9b62eb7602d9704189e9b,"Applied Cryptography: Protocols, Algorithms, and Source Code in C"
P_53e997b2b7602d9701f8f650,Matrix analysis
P_53e997b2b7602d9701f8f650,Matrix analysis
P_53e9b137b7602d9703bb6ea7,Cuto criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alt
P_53e9b137b7602d9703bb6ea7,Cuto criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alt
P_53e9a8f1b7602d9703240b57,Significance tests and goodness of fit in the analysis of covariance structures.
P_53e9a8f1b7602d9703240b57,Significance tests and goodness of fit in the analysis of covariance structures.
P_53e9a8f1b7602d9703240b57,Significance tests and goodness of fit in the analysis of covariance structures.
P_53e9be1ab7602d9704ad2032,SPINS: security protocols for sensor networks
P_53e99837b7602d970205e5dc,Network information flow
P_53e9afadb7602d97039fdac1,Language-based information-flow security
P_53e9b775b7602d970431e9ce,Information flow and cooperative control of vehicle formations
P_53e9a003b7602d97028e7420,A lattice model of secure information flow
P_53e9b90bb7602d97044f23c5,TaintDroid: an information flow tracking system for real-time privacy monitoring on smartphones
P_53e9b7bab7602d97043625d8,Certification of programs for secure information flow
P_53e9b798b7602d97043435d2,JFlow: practical mostly-static information flow control
P_53e9a95db7602d97032b364b,Information flow: the logic of distributed systems
P_5583a24e0cf27a8ef1246da2,Language-based information-flow security
P_53e9a825b7602d970316dd7d,Wireless Network Information Flow: A Deterministic Approach
P_53e9bbeab7602d9704841313,Equation of State Calculations by Fast Computing Machines
P_5a260c6317c44a4ba8a2c7ec,Using and Extending the NSIS Protocol Family.
P_53e99b86b7602d9702429f48,Key Grids: A Protocol Family for Assigning Symmetric Keys
P_53e9a495b7602d9702db5144,GossipKit: A Framework of Gossip Protocol Family
P_53e9bcc1b7602d9704945172,A protocol family for versatile survivable storage infrastructures
P_53e9ba84b7602d97046a5236,A protocol family approach to survivable storage infrastructures
P_53e9a734b7602d97030697e4,A read/write protocol family for versatile storage infrastructures
P_53e9a14db7602d9702a41a61,On the Security of the Mobile IP Protocol Family
P_53e9b2efb7602d9703da8fde,The safety and liveness properties of a protocol family for versatile survivable storage infrastructures
P_56d8ae8adabfae2eeecee389,An exceptional handling service for the contract net protocol family
P_53e9b75bb7602d9704300dc5,The Application of Protocol Family in ITS
P_56d8ae21dabfae2eeecbbc2f,Disk fragmentation reduction using file allocation tables
P_53e9b61bb7602d97041735d8,A fast and elitist multiobjective genetic algorithm: NSGA-II
P_56d81c06dabfae2eee9ac1ba,Testing structural equation models
P_55a3d783612ca648687a9003,"Bias in meta-analysis detected by a simple, graphical test."
P_55a4f23065ceb7cb02dcc579,Big data: the management revolution.
P_53e99a0eb7602d970225eb87,Big Data: A Survey.
P_56d8f7d3dabfae2eee9efa1f,CRITICAL QUESTIONS FOR BIG DATA
P_53e9aba4b7602d9703551a39,Data mining with big data
P_53e9a981b7602d97032db2f6,"Data-intensive applications, challenges, techniques and technologies: A survey on Big Data."
P_55aa2aac65ce2a9b9e15fb7a,The Parable of Google Flu: Traps in Big Data Analysis
P_55a6c3c665ce054aad749ba3,Big data analytics in healthcare: promise and potential.
P_53e9b9bab7602d97045af8d1,Big data: The future of biocuration.
P_53e99a0eb7602d970225eb5c,Big data: A review
P_53e99df7b7602d97026b639a,"Big Data: The Next Frontier for Innovation, Comptetition, and Productivity"
P_53e9a825b7602d970316e9ef,Generalized Gradient Approximation Made Simple
P_53e997f8b7602d9701ffeb44,Generalized linear models
P_53e9ae3cb7602d9703853411,Neural Networks: A Comprehensive Foundation
P_53e9ae3cb7602d9703853411,Neural Networks: A Comprehensive Foundation
P_53e9b137b7602d9703bbd04b,Fronts propagating with curvature-dependent speed: algorithms based on Hamilton-Jacobi formulations
P_53e9abdab7602d9703591851,The swappable logic unit: a paradigm for virtual hardware
P_56d86982dabfae2eeebb5bae,Security for logical unit in storage subsystem
P_53e9ab82b7602d970352ce08,Reversible arithmetic logic unit for quantum arithmetic
P_56d87bc1dabfae2eee409467,Logarithmic arithmetic logic unit
P_56d87dc1dabfae2eee4e9e59,Three input arithmetic logic unit with mask generator
P_56d8a82bdabfae2eee9d33e3,Arithmetic logic unit with conditional register source selection
P_56d84c3cdabfae2eeedf5fe5,32-Bit extended function arithmetic-logic unit on a single chip
P_56d8a0cedabfae2eee63df39,Arithmetic logic unit circuit
P_56d88015dabfae2eee609153,Multiple operations employing divided arithmetic logic unit and multiple flags register
P_56d862fedabfae2eee8aa808,Controller-based remote copy system with logical unit grouping
P_53e9af47b7602d97039881a6,CDMA/HDR: a bandwidth efficient high speed wireless data service for nomadic users
P_53e9b070b7602d9703ad8620,Understanding the Adoption of Multipurpose Information Appliances: The Case of Mobile Data Services
P_558a9ca8e4b031bae1f8a563,Adaptation techniques in wireless packet data services
P_56d85e46dabfae2eee67a33e,Method of enabling a wireless information device to access data services
P_53e9be79b7602d9704b3efaf,Adaptation techniques in wireless packet data services
P_53e9ace8b7602d97036c49f0,Understanding the behavior of mobile data services consumers
P_53e9991cb7602d970215ae1f,Real-Time Databases and Data Services
P_53e99a1ab7602d970226c5e0,Eventually-serializable data services
P_53e99a1ab7602d970226c5e1,Eventually-serializable data services
P_56d89a07dabfae2eee2f1ab0,RANDOM ACCESS COMMUNICATIONS CHANNEL FOR DATA SERVICES
P_53e9b6a2b7602d970421d339,"Market Orientation: the Construct, Research Propositions, and Managerial Implications"
P_56d8d35ddabfae2eeeb6d332,Design Patterns: Elements of Reusable Object-Oriented Software
P_53e9a539b7602d9702e5ba94,Design patterns: elements of reusable object-oriented software
P_53e9b4ceb7602d9703ff1c69,Trapezoid Self-Scheduling: A Practical Scheduling Scheme for Parallel Compilers
P_56d82cafdabfae2eee07590f,"Addressing Moderated Mediation Hypotheses: Theory, Methods, and Prescriptions"
P_56d8a339dabfae2eee75d98d,"Addressing Moderated Mediation Hypotheses: Theory, Methods, and Prescriptions"
P_53e9a424b7602d9702d3fc9e,"Addressing Moderated Mediation Hypotheses: Theory, Methods, and Prescriptions"
P_53e9b0a5b7602d9703b136c7,"Light-directed, spatially addressable parallel chemical synthesis"
P_53e99ea7b7602d97027704c6,"Untraceable electronic mail, return addresses, and digital pseudonyms"
P_53e9b2d1b7602d9703d7e428,The 1987 Presidential Address: Learning in School and out
P_53e99ddbb7602d970269c8b6,A case for end system multicast 
P_53e998c0b7602d97020fb16d,Normalization for cDNA microarray data: a robust composite method addressing single and multiple slide systematic variation
P_53e9ab0eb7602d9703494772,Addressing cloud computing security issues
P_53e9ab0eb7602d9703494772,Addressing cloud computing security issues
P_55a41c6a2401c6de3b82f4f7,"Light-directed, spatially addressable parallel chemical synthesis."
P_53e99b04b7602d9702394a5e,Role-Based Access Control
P_56d83cc1dabfae2eee69d10e,Regression Diagnostics -- Identifying Influential Data and Sources of Collinearity
