org_entity_id new_entity_id
V_5fbd7488c3184102a1eea49bedb9862a 59
V_ec77c133d44849af8902c56956f03da0 60
V_c42f0d265be74f6a840233a5667b34b3 61
V_d0f017f794fc4118b60cc92475d74185 62
V_dd1aa6857ca6445faa2025a2d4148c79 63
V_2d34e3ee1dd94e489e006c85baca6c87 64
V_59fb3e686ddb43d181427dc84340c424 65
V_077e2cf642174b13a3da56e723c5f776 66
V_2304b0b4b1ac431aba9eba746337eec5 67
V_bb2810b02565463fa2f7c35ed2700ee8 68
V_dd5492927c66446d94e8950d8543210a 69
V_13f8196524f14d4385f218a8d0370f42 70
V_655d187bc82146699cd4e4f0d2729e28 71
V_How_Environments_Separate_Variable_Bindings 72
V_13671d0a5099419998b5fefb97bd2c06 73
V_93841fa256054d27b653b9ed4936d22b 74
V_b058d7498bd646fb88966dcfaa5526b3 75
V_c90f2f191fef400283dfc603f452dcac 76
V_df76cf2024ad4e0cae554a5dbed4a539 77
V_4a41bc766ec0443591dc46b6c6a1062b 78
V_cda035de3ead4058bcbda23bf657433f 79
V_285aea76d87a490eb4e3a9b176cbe948 80
V_7b85f4e22503476286d8f3cfb2fe70eb 81
V_Lecture_2_Introduction 82
V_9d48905dbb244e4b93cea1c5b851e631 83
V_fde9e62121c94cc09b35f8f28aa99ace 84
V_6aacf8cb19ca44b3a0706c751c82c8d3 85
V_92f6fd3012c247faac5fb92261177fd5 86
V_34eb92f28dff46279cd7b98e444a1d20 87
V_c4e91a0186164ff3942bd43704a0363f 88
V_22cac5f4e6974f4d80b0e687dfd1f9ea 89
V_5897802a799e4492905bc0800fc6722e 90
V_51a508d40a7f4f9683b5c88be635058b 91
V_ef6a8051693f4838b30dcfc4983db202 92
V_2424b88572f14b06856bb95cf72edec6 93
V_a9d03beb44534619bc1af374c1644397 94
V_4e0ddbba07194d8d80740fe7f6e038a3 95
V_19fa56b268fb47aa95522af399f574de 96
V_d6999f2dc1154ec39def336ce5226f77 97
V_4113614a053f4b06b4570222d9d9b377 98
V_4a6d3353c1e14c80b67fdec4717fda5d 99
V_8522422f54a64e76a6ad6fd841b46b26 100
V_426aefada003441ca5c6891fe9ec3b82 101
V_Search_Algorithms 102
V_89c8aa819d384059a6ec21ae6eae3aa7 103
V_e3a9fea73c14428ca793b28b2fd617d8 104
V_69cad270278a4573b0aaa73f400a8c3c 105
V_146950dd55244649b896d7a65d3aef54 106
V_e52a80409bbf494a983b4f803edca32c 107
V_2f3da7746daa44a195e0b1690f6d824c 108
V_1a472a2c43c94c17b423dabcd4b96bb2 109
V_527fbd3d0f8b40ca872cddce0d251087 110
V_f4ae8dadf98b4e0c9937295f81df1873 111
V_ba918d979e1544739dc4c975bfc21729 112
V_Lecture_8_Introduction 113
V_826f56030f1344ad8b613f6c35443843 114
V_2a8b4c5628084e1d9e10077a0fe29516 115
V_ada5e542d6a84b9e839df0547fcbdf00 116
V_42c3eb8f04a04cd8a369baed2665ca4d 117
V_52598911818c415fae7a5006896c15b5 118
V_239b4d390af14a26bb20e674213651b9 119
V_18f177458fc4482cbf1fbe650e0ae1b9 120
V_2ff3387ebf214cca85879947144b6a77 121
V_1bc01ff33a6a45dc9c5414ff3f2785d3 122
V_970cbee3693e49008f2abb9b61f1fea2 123
V_c8c53efa3431408ab8df60bdc6b87f9b 124
V_c8686b2268814a498b551d5fb7d57ee5 125
V_d627049f4d054b74bf12cdbbba28b21e 126
V_cc4fb85a23f74d9cae551e5082c05094 127
V_bcd3546d973f43a3b2fdc2694bbcc5b0 128
V_818c01fbe4b14bea88eb009e944b1dd0 129
V_84d501e65db143e2a72aed639b788aef 130
V_38a31a9740c846fca38a7e527049e1ec 131
V_a55ff5ea8b8d4085bfcdd0b9fd9d451e 132
V_Iteration 133
V_35c85c1768434df3a3dfcf7338406a3b 134
V_beccf499c02841bba57888f10f576edc 135
V_Amortized_Cost_Analysis_-_TA_Demo 136
V_02d3cac3665d43dfafb36b571d0c5fc2 137
V_943e88c3a75f44c69c5ce451a16e8378 138
V_c7c717a4e7be41658508bb1f58bc299d 139
V_4abaa1822b814da3b3803956693e1764 140
V_e3d587efbd0d4cffa089039bb60ca06f 141
V_e8b59d6ee0c942478a9055d11b48a0d9 142
V_a53d430aa63544fab8c23d8265aebee9 143
V_e4c64dfa5b3a4dde8819d73f07f1e72a 144
V_0090b0f80fea4f94bb13f327d1d95503 145
V_69e7b62ef4cd41edbe5f44d1f7def42a 146
V_dc5070600f9d4bf398f564130ef3ee45 147
V_6d42e28cf9fb44bab036aa9f1dd7bf9c 148
V_8041fbf0d410472b955a06b935c3a721 149
V_1cd0a36964884c0db59d62e11e7af0d4 150
V_Black-Box_Testing 151
V_cee6023acc10447695f393cd8903e051 152
V_15663d41c2294ef9bb902307e50a0a1b 153
V_c76263aede564e2386e8d95c8b5867c8 154
V_cecac02d741043ffacdfa7443ce8e56c 155
V_62435d4086fe46dc860e6d1802d06f2d 156
V_9373ae98eb71478482c50f08a066de6f 157
V_761a155a152c48b581f2da4449a83e8c 158
V_01cfd78003d648138fae23b5c14b2416 159
V_0de7f6e1acc04fd4ad99305722214431 160
V_beb3ed20d82849ef8979ed1350c0bca0 161
V_58227276697a4518b6066fa373dd055b 162
V_72b79ed84c7b4d34bfd54b6ab33ded79 163
V_40cb4f707f604283ac88a7c5c6b2c13f 164
V_182fa15a0d6140cdacfcc75cc61a1d85 165
V_d553cf881d0f44a7a4dbc68dd4335544 166
V_67f2a402c6674ab599da8cfc7247973e 167
V_31652ecb9e7749538358ae8b4f6b7d0d 168
V_2ab204dad6ea4cec97e6b7f1c9c66765 169
V_c5e8684161994d20a1ac52e428452fd3 170
V_83229a0b84154af186b4a6fc723e60b3 171
V_8a1b9154ac0b473ba38604ee6d15af63 172
V_900abbb52f404e6fa43a887761170179 173
V_0a9f7e9606d64d16b3fa49469532e501 174
V_d74938aa43df4de78e4ad05a3bc5ff8c 175
V_612b1c8077af43679fd31d4dbdd68182 176
V_7184d24e6dce413e9c99e0a148dbad51 177
V_588d433067e6475e8ef43fdc6cf40ddc 178
V_40268a205d534df0a6fdc8b4dc581246 179
V_202dae28ee44410187699ff889da0e5b 180
V_1868f55f007a4a43ae5ced4ff8f8ba46 181
V_bd1d1cb82ca74422b8e173fbcf577ee2 182
V_4188600a7857498da1ecadc48cee40e8 183
V_a32a6ae5c41948af906f99efe71e79d6 184
V_2f57ceb331c14f48b3b537e669a2898a 185
V_Debugging_as_Search 186
V_84b21ccbfb934b7bba87469d08a2b711 187
V_b14e347aef664cc4818a0aa14187f3be 188
V_d4a6d9116f1a4cd595d14eddba4d0a0a 189
V_013d6c4391f14bb5b45bd5a4d2cfb344 190
V_Modules 191
V_382122a90ba54a898d0836e3279abf30 192
V_744f70ae146d4cf88c03026e51148eda 193
V_369bc34fc7a841289c10e21d41e2ee43 194
V_ab413609252e40c697b1785b470bb2b2 195
V_48e7b33e4ab542f3b4f15883f68fb44e 196
V_8f8dfcd0911949c8aeb12f205e515d73 197
V_69fc2f0f3f2c430a82be544ed0bf5fda 198
V_07827843d0304cc49c8917ead3523e9f 199
V_eb78eb7621b54fa0b603c09c9c5b8278 200
V_1629df4b26174066a2577f374f8da097 201
V_Approximation_Methods 202
V_44ddd5fdb42845a1864846c0fc0c6d27 203
V_d85bd82814f14a2c92cdbbefd31f01be 204
V_b742a2bbe99242bb947eb5bb1f7f396c 205
V_54610c0579ae49329e1938cbae56c929 206
V_9192b5659a1149728141aa2aa3d3699c 207
V_86ad885cd76f4d7e98d77925ca5bfa0b 208
V_bf7cd4c882584cbfb91d13550a8e059e 209
V_0a7be33ba80642cdb300cd6a5c58f617 210
V_288731203f3846a7a2987138e3006683 211
V_0244137b021b4889b263827823a53828 212
V_2dbf3a39b8f34c488363a69cf03e5aab 213
V_Loop_Mechanisms 214
V_20e6a69a37d14f44adc1c3b5723de3a1 215
V_6a8cbf4b75c843508de090f99c5dc07c 216
V_Factorial 217
V_6ce7d565dd69483581870a8ae939a578 218
V_4ab7bfda6b934032af2d4623ddfa49f8 219
V_8f673862f91a40af8bc60474f8aed303 220
V_01bf53b791884ee38f1fa86a0711c448 221
V_Strings 222
V_21291afb6dc441d584b81e430017dfd4 223
V_5c67fff935964fd2a5641154c3091a7b 224
V_1d25d9806cc24431a5cc133eb44a0092 225
V_c256d82a167240b89982197228ea7c7e 226
V_44c958f61da4407eb90c47c23466219e 227
V_5bd91b0631874d9fa1ac50d4cb4c2c9a 228
V_87c9f70f263e42ec846ea6c1bb1c620a 229
V_7219838f7cdd4df386994ae5dd7414ab 230
V_7383355005af41ff9a648fcf1bffbe98 231
V_edX_Top-Level_Navigation 232
V_ed6592ac57474680b5a74132c78950ea 233
V_70bb8531395a41fcbf32022fe956f64c 234
V_53553d77058043a397005e6fa5ffb2f7 235
V_df7719d389c54eadbc45e989831aedf8 236
V_b2c467eea97a4b12b698c2c51184b5a7 237
V_976027e9b60940bc9a0464f03b93a118 238
V_21e58d4ece6141d88bc7faf9b5ce4581 239
V_f18d44f7f2ff46159047e23d697d7445 240
V_778bed0107f043de82c8fb987fdc5b54 241
V_3946ca088eda4ebca3dfe6ef692377bd 242
V_e695f21102104779bbca5da0a9632405 243
V_6707de6761c347a9b0c927bcf1c0ee98 244
V_11d483cc5f2c426a873ffbfbed8d3395 245
V_53237e40b0af480b8af63b26512568bd 246
V_eabc79addb914475ae1e4ad9c22f185b 247
V_d7a6ccc7a3ae4bc695a17dee86150089 248
V_5f107794734241b1bf22f9feb9011c9f 249
V_d0e78714d4e24fbe8080e61daeb9b879 250
V_a02b98c458f64a67ab26d232ba06a37e 251
V_Newton-Raphson_Root_Finding 252
V_7b0d8d06322b4379a3ca7c0d1fa2c88a 253
V_a6bb13b456834d7395b7e12066029eb3 254
V_c4898444b2314b5bb4464c13106a92f6 255
V_df01b04da6a648afbf1411e2382bb2a3 256
V_1b9e44981cf14fefbc1483dc348ed5c0 257
V_c510ef7d35d948d3baf57479005df47a 258
V_14b40eed4b184aa690f5d7df0767041c 259
V_4c3c983ec54b4070b04f0f598f67e493 260
V_cbccfef7c2274d608353a855c8a86dfd 261
V_c046a0f0af684f899c6d890c9b251314 262
V_8ea0cc793cb3441788af4f430bffd5bb 263
V_4a7fb8af300f4850a0e79579d009ef82 264
V_6620df2456314eaab8a92961dab2ac35 265
V_91680fb727434762947242450401be38 266
V_0cfbbf900a424e9197dc6425edcbfef5 267
V_f80d7edde9564a5db42065bc5d11f939 268
V_643afbb11e04400cb773be427d1f90f1 269
V_811765932da14ef9ba3bf5a1a3b02a9e 270
V_2589c4a7b44f4e419ed0b60a5af59843 271
V_9baea539c2f84f568880949b64fe88bd 272
V_a996104cda334de081b0339e11d78d3f 273
V_095945c616544f8a800e94510d387069 274
V_b71a1d17d7c741cfaf38b2416ca4f0ac 275
V_9a3c6db07648419da6e39116d29b8f53 276
V_cd6f7232eb2a40e9b36d7a7c18101e83 277
V_ceaaeebc712b4c14965b8df1e57ae42f 278
V_500f3848da2a4ca981e8b2a5da24d89f 279
V_d196cc88837c47968b519c77ca3da021 280
V_c097176f73604147a00a85a7bdfd9159 281
V_4c280f4f52004cd9b83e59a9b7f29a85 282
V_d8fca6358db24cfd99fae0d7f3df7001 283
V_05a92586cbbb4c23b215e8e86fa3bce5 284
V_c94020fad5544c8394a8547b545093cc 285
V_62b5d2389163478995b487c21e4848ba 286
V_64d137dbb4d34dd3b0e32ae4a6108e79 287
V_5bb40d9f39864a55963181484196b68f 288
V_ba881aeaa51f44fe8fad173e983c51fc 289
V_38bf993f17d54965a460dd3c57c9ceac 290
V_6aa75c18335346488cee85bd08f86fae 291
V_98c57899068a424dbe867583ce2b2d9a 292
V_72d8c8759b544db0974d297d15a0f94d 293
V_812ea1d6cec84a0c86a41719f2b10121 294
V_a75a9e2baa2d4085aec706ef6632366b 295
V_1efd4dbf8f3b410dad942e88ab896bec 296
V_Dictionaries 297
V_Creating_Functions 298
V_4f833f3063b44414abd69706db209e31 299
V_d980d759b2614b7eac9d1e7e1703c191 300
V_edX_Introduction 301
V_Computing_Powers_as_an_Example 302
V_0468fb9a84eb4305a08d670ba47918f3 303
V_c55e5ef98f9e4564af1e36c4906320e3 304
V_Computation_and_Medicine 305
V_3890c5e191bb43f2903b9e823f3c4b4e 306
V_Recursion_on_Strings 307
V_5ffac7198b414e30943339468bab1168 308
V_239ed21bb3294cf2bf2a563e8d5f4d4b 309
V_4b040ee7045a442d80a8d875c3e3ce9c 310
V_89381c09b14245c8ad8a0f4f1eeff94d 311
V_62fcdd3c41a949f6a341b8bb997d6473 312
V_bb121ac5ad1b463f9099b2892175b476 313
V_52efeef645ae44e69f6269ed916e3836 314
V_b5077cbf91d24d92bbd0f5b3253f969a 315
V_c98bbfb1c76b4a41b4e79d383be9e96e 316
V_e04eb037ff2d4b6f91b81785a2ecffe6 317
V_9700d7577a4a42f187efbb95ebd27308 318
V_a3861b18748545e2afc1a81319f2830d 319
V_60a4bf54fdd747da9028e0e24ebe9b23 320
V_81a28cb873fd472c94475326a0b244a0 321
V_f40a135fdd344e53b1208df06a1c6c33 322
V_Types_of_Knowledge 323
V_621656a273474396a3777fa04f631937 324
V_Global_Variables 325
V_25118b7d5d4540c6ac2496575bcbdecb 326
V_2177705339874236819283ffadcd11b5 327
V_6ac4ac38ca194c7b9dc01e4c0b40e719 328
V_d7c26cad504641e6b68527dd4c8f0f1f 329
V_891309b1c283495d9de35b23f7988ce2 330
V_ab6d0a65431b470bbe295a2031b472fa 331
V_ddcbb22010534037b448ab2f5afe417c 332
V_395013d7d338468bb470bf17e4a04149 333
V_2406ca65b10c4e58a0bba40841a40655 334
V_2cd3fbd0d38042fc92c81e9523fc4677 335
V_4f8fc8e6eae547b2905f14d5f57923d7 336
V_696a581da4f74fb6a58698a55a21070a 337
V_016f47014b6041bc876080e08f9ef137 338
V_4be5b36da31d4d15bc4afdd5a5cc1658 339
V_daec9a8e4e494956b8bd27d7c5602823 340
V_ee4f5cbbd67c4757a0f4eeeb21f3e0a4 341
V_da28d8a9ed004e8ab97ee020bd97f288 342
V_08a527ec06db4cee8ad6723d8c36b603 343
V_4430532dad0d4e0fb1bedfc858474a7f 344
V_9d58786cc84c4f1f9a2af5d4b1f0bccc 345
V_93dcec0ca0414a13a520a0e37428cbfb 346
V_0315fb304e134cf49146d1c51cf1d6e3 347
V_556f47c8c6fa4eb7807f4219a6de0e23 348
V_72d8d1ec67084f269a12c7eec2849b9a 349
V_19a0ee82c50c4f2fb6869df9ab8fc29e 350
V_3d8aaa927ad64020b4d65adec56626eb 351
V_f4baeaab441c4c33a1f76ffd73dc0393 352
V_c379adadf9514ca28c9aef9cc0524e41 353
V_Test_Drivers_and_Stubs 354
V_fae88c87996647b99f6ec9a466e3e357 355
V_8a00889371044212a581c637ba122ca1 356
V_b8a3b8e26c5045648ba02121be6d0130 357
V_685604a307cd4cdc9b953f119eae3e09 358
V_cce21e536bb54ce38413b5e7bf6cdd5d 359
V_ce82591e304847ab9a50c4198ed97988 360
V_f610e07876194236bae0e9c8c8710dd4 361
V_74c25951bb814b248139892488670815 362
V_e2d4f0b2f7e345c1a9898c0961a3ea8e 363
V_ad666b91565447bcbfb4e860d84352ff 364
V_0a6c44e2d783473bb566e1d357307054 365
V_7dbb71ff80704d328436a3e61a8097c1 366
V_Demo_Bisection_Search 367
V_5f63ee449c424c9aa5aaafc78918ac64 368
V_3107fe6968994d9e9380ada2817fef19 369
V_22ff963a02c849299b48615827d3e90f 370
V_bc04e72e76214d66b8d71e4f1529351d 371
V_58d762bf104a4de8aaed47fe453f49b8 372
V_6a7a3d05e9b149e6b435c378af25346c 373
V_4fa0b09ab8ae4967b2821aa74c03e1f5 374
V_98510e58cf1d4caf84a8c2337dbeb063 375
V_468b17e15cea40b6b5560504eed8d94f 376
V_1caf1b85e81a4f6ba0dfc152f02ed044 377
V_aa67d0e6d937420d8dfd791448e53379 378
V_bc5c727fd750472ebc78f978cbd44d43 379
V_ca80c4c040af42e3a3a6c09261008a46 380
V_a5db783bcb824d72bdc8e33bd83ad72b 381
V_6b6eaee631c8406bad8199a4092aefe7 382
V_67243c9709be4ab388855ec9f4012e11 383
V_bcc1673e814b4d0eba297000a785a0d9 384
V_70f94333875e4b4883afc0b10353dafe 385
V_6297c4a654ea4d7988a7a424e10324c7 386
V_b52172df31074bc19390050246dee65c 387
V_b9f8dfc862834e78ad40c5d735b84c3d 388
V_5a438ec28dc94c7b93fb048fb5940c58 389
V_d62c4dae8fef47f887c55c6be97fe72b 390
V_67248d2c4a8a4cfd9931c4288744f09f 391
V_431747052b834deaa87a16d57d005f1b 392
V_f642d14abb9e4f58bf1e07fd8c0327a8 393
V_263391d45cf54445b66db9a47115c375 394
V_b57ca1e48a2541c1953e5d5210b67853 395
V_e1fb3362da7c4762a9a45dcaa4ea1174 396
V_6d1d8fa5239847e48266991f4c55fe04 397
V_c6dfe1415822448d87e6c5e53e325b8c 398
V_44cced710eeb4bf09beb4de81f28d2e3 399
V_5bf6919b1ff840c6b020a1d39a83d43b 400
V_ac48d73e55e0434984a7d7659d89406b 401
V_d7a429b364ae45e28ded458799da521c 402
V_0f1cbe5252f641b7ab7320c9bfa14179 403
V_5f7ff65b11c4489ba61b5cd20d5d2ce8 404
V_5c1d7ccdf8954a3c9168f4fe4bfe2189 405
V_bf79aea99c124820968dac9b97173792 406
V_612d0774639643e8aa947db1695df276 407
V_edc844bfe81c499085b138ebbdeca008 408
V_4d4a9a22c81e4fde86341b0a6155fed0 409
V_c1cffea66a8e4e0a94995a0ccf367814 410
V_267ccab8def641e3a013e51867184e39 411
V_4000c08115534128acbaf191557e527e 412
V_4e19108dbd604253888571fb1390f7cb 413
V_b6218dde29f9418980173dc03f39ea2b 414
V_04ac3b41d5714e15aa0e702cff9f3537 415
V_c03f093d2ced4d86a0a5b917e6e46bf8 416
V_5a535d85316e4967ba78006269d24728 417
V_7a2e54a3797a4afca4a4af747360788c 418
V_c8de3e9f3dfb40869682e4571415d6c8 419
V_6de403033e47432f857e4379b969acb7 420
V_c5f15681df5b455381f0d1519b2cbe13 421
V_Variables_and_Naming 422
V_0c59617cb7574e0bb46f8cb3ae644bca 423
V_158c9fec33784f3396a02006ea933c69 424
V_e23320e97ff4411a9832ff76ac8bd3d8 425
V_973fbe28c5da4b1187146f6c524dfd86 426
V_67bde2491144422f95d3b5292c514405 427
V_415d92bcd7a640aaa2905aa1dfae7d2a 428
V_5fa04fd5027d43ffb6df1238ac91abf3 429
V_01ac0a5f476b493c8c35362eac41dc1c 430
V_e0dff5efdfe2433491650398337706a5 431
V_789d1530db9a418bb867dba1568e1f4d 432
V_1098528e054c483c8a67ee3707a314c5 433
V_aea7998be22e4c399d0e76368e8a2bb1 434
V_a5c83a80e1734f3088a1e49f712439a6 435
V_c90c7b98ffe94fc39defe0dd14eacd9a 436
V_d19f6b8f8d544cea9f933d1f5d18fc9a 437
V_aeb787b0c812411ea06479c2a78c82fb 438
V_a90b421c224a400988b3fba515272d17 439
V_e1d5a3368c394a8a8048b6e6b7ceba9d 440
V_d2666b8a836b4d6c8e1d12939b218493 441
V_9bbfeb6ca3f845b59f92a19e34ddb29c 442
V_Hashing 443
V_f0cabe69368147628f99e7eefe4cddbd 444
V_e833c68e360f4736a07e57aed8d426ce 445
V_Asymptotic_Notation 446
V_d5153df331d04d318232bb66d6d9e08c 447
V_f264ec2dbc03471aae7c76db79326e32 448
V_00655fc47bca45c988459df164b7d3ea 449
V_f3213e6ece6c4b0bb6f1830cd4f5f019 450
V_1df8a7e115064ca183569819148a0939 451
V_a9bf35b23062459d9ae7c2de49d52945 452
V_063d049a673f4bb99d5ba247ca7aaa93 453
V_81b5ff152969474da95b551d96603335 454
V_a35752036c5c4dc5981982a5d3c47605 455
V_aaec8f938fce4dff9e5aec22ac856d19 456
V_0796d2251fd14cf4bfd58e3cd63cce83 457
V_Using_Environments_to_Understand_Recursion 458
V_40f497d4b47049c3909a36003bdbe72b 459
V_5e2381f279c344dc934e55bde6861ae9 460
V_9f2b39d6a4a44b1fbdfcf396a3fed607 461
V_8dc42061c62742f9a44a612d0d55ea17 462
V_7307c85f4b264685b9ca37bcc031c7da 463
V_9b188ebdcbf14063b3b7121afa787823 464
V_ebabb7b91ab348759147fec5bd9fd2ae 465
V_63fe62657f07473c874a8840edcba64a 466
V_a48579e975c241d893a4d60edd182867 467
V_4f184a3de72d418caccbd3fa8624d5b6 468
V_72e649f736c642559821c5a92e431948 469
V_e9965cd7ae1943ad901b616e76702b6e 470
V_4f73ecb053824112a765429a8b705f18 471
V_6994e247b5e448d5a2953ae438327f4a 472
V_b154c01c10084dc6bb5afa341701d595 473
V_f9d153d0669a4cf5b411861df8fcba26 474
V_81473b0b431143719409b20d079a818a 475
V_0bcc0928596440e199f18484c94deaae 476
V_a790690eb3f54291962cc6a4d3fa93a6 477
V_a474423be33147219a0424b3da8542bf 478
V_f5bbe4beea354b1d9f94538e7f3c8a29 479
V_6e7ae19e0309495083b0742fecfdcd63 480
V_75014be4d9484a6da627d724d5ecbf4a 481
V_Lecture_6_Introduction 482
V_cfb33e688cbc4139924ca91f25171ed7 483
V_b0f2c671c033478bb891c3f1bb3469c1 484
V_727981ecf74d43c4bbd3a70050c4b572 485
V_45e462651a6644a8868effa5b9b6482c 486
V_e1a41dc8ab8c4d6caf4bab9585a2b606 487
V_94009e1887f34cee99b9780fbd660071 488
V_b14c042290a149e0a1fa982caa94383a 489
V_ae24e9477645419583349c03fe51b4e3 490
V_Test_Suites 491
V_8685048388d14843aa1dca69a4b10ca6 492
V_f6cb3411beb24af098edde30901c7762 493
V_32e4af4a7f88427f85de0edb802d3074 494
V_3793582c18894ca0902c7bd2f5087357 495
V_f99a95d506c94fcb9df9063c50b5a786 496
V_fd52aca7476040cdb9861efd4267aabd 497
V_32c1f28523054c348629e09e52ecfc76 498
V_c5edd616877f4cb1b2aa9be3a2c03f0b 499
V_3960f064f20d437f96d0122596e9186d 500
V_21523c937acd4285ac75fb3ed90f45e0 501
V_6ab326c838d2476ba4af00c5b7f627b9 502
V_ea53acd0c8ff4f5ba97f9d6c3dc96fb3 503
V_39b630ee36664e2b85f52eb66caca35f 504
V_b2efbeccf7fb4c4cbe913e728144a644 505
V_9c3fbf60fba34678aa4c13e6aa52fc8c 506
V_d1f5959882114587add7905363bf4f94 507
V_12e30f52aa88425cb9e2f33ed1f08762 508
V_d173ba64864743648550b3ad3ed50da7 509
V_58aad75f02d7447d80d801180631bb8c 510
V_bffa36fc1d9f49d1890b65464b8f0bc2 511
V_1df0fcfed134452a8425e10eaf476135 512
V_838c5fcf65cc472699de619cbf85c772 513
V_873d42c1746f4baeb60897b0276365ce 514
V_cfd59882bf0940a69bf5d0b9f6b97a61 515
V_c6191da059c34e3da27223f2cf702cd9 516
V_74f81d3b802d4b5386fc05d5c7f74ce0 517
V_6952016a9a4143bba9b1ef1288f2792d 518
V_6916cc6b669243c78e6a31e85668d7ac 519
V_0ed1610f0fa44563aac4bd7f24a9ec77 520
V_239786f8646b44afa3595a1b760793a3 521
V_34f8542572074795a4cd61ed97fd2b33 522
V_e4eeef1b377649f986d6ccfd2f6016f2 523
V_8d437a8d7c3b4e1b9bbdfa8b2709840c 524
V_12421ba26c7647e9a5f8ef085d9d4ce8 525
V_2bcaadd0ab2f4446aedea4e70fb8cf7b 526
V_2658baef1ad0460095befde047419f08 527
V_5843206e6fe14eb49039b235db0301b1 528
V_f611ada5e1e8444cbaac13e16f5f7940 529
V_b071954afbb242c389860e2aadce45fa 530
V_6000c686ebb6490d892f345e6a8fc750 531
V_b5e0695d06fd4db9a02572d38afd33c1 532
V_ffa4e2b62bba4a20b22c807c45cdf172 533
V_51682a456f344af9944acfd433b7a4ee 534
V_146e63a4f90a4029a498ea8478b1b5c2 535
V_2f124ea897504ca0a4da19f2e2190219 536
V_Binary_Search 537
V_Lecture_3_Introduction 538
V_1dcf1019ec36499bad027b9e38afdc76 539
V_9ff443dd3c074b288d850c796d8e399f 540
V_ba02561a8c2d470caff35542b533a850 541
V_e3f8f1920e8e4c408c8ffd584e4636f3 542
V_Lecture_1_Introduction 543
V_8ec989ec890640eda6afe2b4e3895b77 544
V_ae171d36aa9941b2a5f987a31c7f5454 545
V_3471f5a0d1224f3393740c4078d3f1fa 546
V_7e570f749bf548afb53152adda7d75ae 547
V_c63a5fef1f6041bb91657c16e0da8687 548
V_b8995a7822464e67a4bdb815e8845b55 549
V_34185cddfedf460b8696088ec3dc855b 550
V_f67984fc915541fd973ed5ac4ec9bcdb 551
V_da1e3764a86f47b59f552501e9fee64d 552
V_5290ad158e564ab782f2ef07c3d43dfc 553
V_36ab9f5a6230450f9cb857cc280dc4d2 554
V_387464e5f05d4647aece10b365792b73 555
